"0","XX","B0043EW354","5.0","February 19, 2013","ATBDL6870IGRG","Duh....it's a Dyson!","This is the third Dyson product I have purchased.  Each has been an outstanding item, more powerful than any competition product.  We bought a floor vacuum years ago, and a smaller hand-held model last year.  This one was to replace the earlier floor model that took a tumble down a flight of stairs.  The thing still works, but some of the plastic parts didn't survive the landing on the concrete floor.  I was able to buy a new canister through Dyson and now there is no need to haul one up or down the stairs.  We have one on each floor."
"1","XX","B0043EW354","5.0","February 18, 2013","A2ZJ7J0VVGI9XV","such a clean carpet","I can't believe how light this vacuum is. It is so easy to use and move. It's not heavy like all the other vacuums I have used in the past. Best purchase I have made so far!!"
"2","XX","B0043EW354","5.0","February 13, 2013","A35ZP6Q0N5ULP7","Dyson","I absolutely love this vacuum.  It is easy to use and I love the idea of not having to fight with bags anymore.  This is the second one that I have purchased for our winter home and I look forward to using it."
"3","XX","B0043EW354","5.0","February 12, 2013","A37GU17AFUHZ7H","I Sold Myself!","I had been using another brand in my home for about 6 months when I came across this Dyson vacuum. I was skeptical at first, because I have really weird carpeting and most vacuums have issues picking stuff (especially dog hair) up. But I went ahead against my boyfriend's wishes and purchased the Dyson.It was really simple to assemble, and came with dirt absorbing powder and extra accessories. I turned it on to begin using it and within minutes my filter was full. I thought it was odd, but I emptied it and went over what I had just vacuumed and the same thing happened. I emptied the filter probably 10-12 times throughout my entire house - but it was worth it. My carpet is so clean. It feels completely different. Even my boyfriend noticed a difference! I will never go back to any other brand again.If my experience had been an infomercial I would have sold myself!!"
"4","XX","B0043EW354","4.0","February 4, 2013","A1XCW8VXY3F8RL","Bought a Shark then exchanged it for this.","Bought the Shark because of the good reviews. I took it back since it was missing parts and the brush roller wasn't working.I am so glad that I got this instead. It has a much more sturdy design and has great suction. The wand seems to be better since you can reach it in more places and the hose doesn't bother me for stairs. It has good reach and you will have no issues if simply place the vacuum at the bottom.I have read up on shocking issues, tipping issues, crappy customer service, and cheap parts for the Shark. The clips and brush roller come to mind.Two things the DC33 needs. Slimmer profile for the base so it can fit under furniture and retractable cord."
"5","XX","B0043EW354","1.0","February 3, 2013","ADXQFEQG6JISQ","Don't buy this","While the vacuum part is great and I would give it a five for that but the attachments are just so horrible and hard to handle that it got moved down to a one star.  The attachment for cleaning in corners or high places is hard enough to give me a heart attack and it would make more sense to buy another one just for edges and high places.  This vacuum cleaner is awkward to use in any other way than pushing it over the floor.  Why did the manufacturer bother to add a cheap hard to use expandable wand that keeps going back to coiled position and is hard to maneuver.  Someone in R&D was more concerned with making this a compact fit-together unit than something that would actually be helpful?  Your punishment should be to use this!"
"6","XX","B0043EW354","5.0","February 3, 2013","A1IS9ID9ONW2SW","Great purchase","The best vacuum we have ever owned. Love the extension and the fact that the tools are readily available on board."
"7","XX","B0043EW354","5.0","February 3, 2013","AYGW9UMAQ0RR6","love this vaccuum","had an old electrolux which finally died, bought on recommendation of daughter love it, getting dirt up didnt know was there"
"8","XX","B0043EW354","2.0","January 31, 2013","A1WBH2VV65JU1J","Hose is not covered in Warranty! Broke just after 1 year.","I purchased this vacuum because so many of my friends recommended it. One of them bragged about the 5 year warranty!  It really does suck well! After about a year the hose broke.  I thought no problem Dyson has the 5 year warranty.  When I called I discovered the hose and any moving parts are not covered because they have wear and tear.  I gave them 2 stars because they did give me a courtesy hose.  She recommended stretching out the hose by pulling it out, wrapping it around the vacuum and leaving it that way overnight. I was also told that the hose was $30 to replace.  That's better than trying to replace items on my refrigerator."
"9","XX","B0043EW354","5.0","January 30, 2013","A1ICC9X3VFHFDR","So far, it's awesome","I was very reluctant to pay out a lot for a vacuum, but so far this has been well worth it.  I can't speak to longevity because we've only owned it for a month, but here's our experience:Very easy to assemble and operate, including the arm extension.Very effective - empty the canister 2-3 times per vacuuming (appx 1150 sq. feet of carpet in our home).Downside, it's a little heavy, but not any more cumbersome than a regular vacuum.  My wife and I have no problems on the stairs, but if someone were more feeble, you might want to at least go feel one at the store prior to purchasing.I researched the ball vacuums versus this standard Dyson model and it seems to be an even split.  Biggest complaints about the ball vacuum appears to be a larger front end that can make it difficult to vacuum under the edges of furniture without moving the furniture.  Downside of the standard model were its increased weight and the fact that it was more cumbersome.  As mentioned, I haven't found those to be deal breakers.  It just pushes like a more standard model, and we don't need the tight turn radius in our home.I love the bagless concept and the canister emptying from the bottom with an easy click of a button.  Noise-wise, not that bad.  Didn't scare my 7-month old.  But, it is a vacuum, after all.  However, it just seemed to be less piercing of a sound compared with our previous vacuum.Take what I have to say with a grain of salt because my previous vacuum was an eight year old Dirt Devil.  Maybe this isn't as good as other expensive vacuums, but for someone who was scared to lay down the $350 at first and was hard to convince not to just get another cheap vacuum, I have not regretted this purchase at all.  Barring the thing blowing up in the next 6 months, I would not hesitate to do it again.  We have felt a stark difference in our carpet since we started using it.  It feels soft and clean again (not sure our old vacuum was picking up a whole lot toward the end there)."
"10","XX","B0043EW354","5.0","September 1, 2012","AOAHGFDKQ795H","For over 10 years and still loving it","I ordered my Dyson dc-33 form New York over 10 years ago when they hit our shores and Ive loved this vacuum for that long. It was my purple and red wonder!Now Ive retired it to my workshop and garage for the car as a shop vac and purchased another.  You can beat this vacuum! I have had Kirby's, Kenmore's and even a retro looking tri-star, none of them beat the Dyson for cleaning and toughness.I have 3 cats and its never ceases to amaze me how good it is.Seriously good product, my sister and my sister in law now have one , I made them buy it! :)"
"11","XX","B0043EW354","1.0","September 1, 2012","A1OKP0CF4CZ8D4","Very frustrating!!!!","I have only seen one review about this issue, and I can't understand how it doesn't frustrate everyone unless I am doing something wrong.EVERY time I vacuum using the whole unit, not just using the wand attachment, the wand attachment falls off.  Since the wand attachment is also the handle, it needs to have a better way to click into place more securely.  I have even tried using the canister handle instead, but because it is so low, it is very uncomfortable. Additionally, when I use the canister handle, the wand attachment is in the way and still falls off.  When I wind the cord, the wand attachment falls off.  It seems like such an easy thing to have the wand attachment lock into place rather than the current design, where it merely clicks into a small space.The suction works fine, and the canister is easy to clean (albeit small), but I can't say that it is any better than competitors.  This is my first and last Dyson. With three kids and a dog, I don't have all day to vacuum.  I need something powerful and quick with secure attachments.  Not worth the money IMO."
"12","XX","B0043EW354","3.0","September 1, 2012","A1M1CMX88JBWYQ","Must be a strength trainer to use..","I bought this unit refurbed last year from another site.  Cleans well but the hose is soooo tight that I actually get a backache from trying to pull so I can reach anything.  So regardless that its a good vacuum..I'm sorry I bought it.  I have pets so I need the hose to get under things to suck up fur, dropped dog food, etc.  Trust me the hose is hard to stretch!!  If anyone has one with the same issue or knows how to adjust loosen it up PLEASE let me know."
"13","XX","B0043EW354","1.0","August 31, 2012","A132TVEEXBI1W3","DC33 not user friendly","Heard so much about these vacuums we decided to get one.  Wish I hadn't.  It is OK as long as all you need to do is sweep carpets in the middle of the room.  After that it is useless.  Had to but a 50 dollar attachment just to sweep the hard wood floors but the hose and wand this attches to is terrible. No thought what so ever went into designing this.  Who ever OKed it doesn't ever use it.  We have dealt with this for around 7 months now and even though I spent more than I usually do for a vacuum we are throwing this one out and getting one that we can use arond the house.  One that we can sweep under the beds with, under the couch, around the kitchen cabinets and under neath the dining room table.  As long as you don't need it for any of these places it's fine, I guess."
"14","XX","B0043EW354","5.0","August 31, 2012","A2CVCK5PDTW9GR","opinion on Dyson DC33","I am very satisfied with the Dyson DC33 Multifloor upright bagless vacuum cleaner. It was  recommended to me by my neighbor and my son. It is very light to move around, and the different parts to do a more thorough cleaning in corners is very helpful. I feel that my rugs and my walls are cleaner than before Istarted using the Dyson vacuum cleaner.I am  very satisfied B . Goodman"
